STANOX NO.,FULL NAME,CRS CODE,NR ROUTE
87612,TULSE HILL SIGNAL VC178,,Sussex
87594,TULSEH766,,Sussex
89375,TUNBRIDGE WELLS,TBW,Kent
89377,TUNBRIDGE WELLS TURNBACK,,Kent
67111,TUNNEL JN,,Western
86116,TUNNEL JN.,,Wessex
89645,TUNNEL UK/FRENCH BOUNDARY,,HS1
34113,TUNSTDFL,,LNW
34112,TUNSTDMAR,,LNW
34111,TUNSTEAD SDGS,,LNW
34110,TUNSTEAD SDGS (FHH),,LNW
51942,TURKEY STREET,TUR,Anglia
18055,TURNERS LANE JN.,,LNE
87130,TURNHAM GREEN LT,ZTG,Wessex
13800,TURSDALE JN,,LNE
57471,TUTBURY & HATTON,TUT,East Midlands
23496,TUXFORD CROSSOVERS,,LNE
12003,TWEEDMOUTH F.D.,,LNE
12005,TWEEDMOUTH S.B.,,LNE
81504,TWERTON,,Western
87131,TWICKENHAM,TWI,Wessex
87119,TWICKENHAM JN,,Wessex
87128,TWICKENHAM SIGNAL F401,,Wessex
87129,TWICKENHAM SIGNAL F406,,Wessex
46260,TWO MILE BOTTOM,,Anglia
74023,TWYFORD,TWY,Western
74024,TWYFORD WEST,,Western
40015,TY CROES,TYC,Wales
78389,TY GLAS,TGS,Wales
47340,TYE GREEN JUNCTION,,Anglia
64424,TYGWYN,TYG,Wales
6055,TYNDRUM LOWER,TYL,Scotland
13006,TYNE COAL TERMINAL GBRF,,LNE
13003,TYNE COAL TERMINAL P T A,,LNE
13002,TYNE DOCK (FLHH),,LNE
13004,TYNE DOCK EWS (AUTOMOTIVE),,LNE
13005,TYNE DOCK EWS (INTERMODAL),,LNE
13008,TYNE DOCK INTERMODAL GBRF,,LNE
13001,TYNE DOCK P T A,,LNE
13009,TYNE DOCKS AFL,,LNE
13550,TYNE S.S.,TYN,LNE
13553,TYNE YARD SIG T176,,LNE
13552,TYNE YARD SIG T193,,LNE
13551,TYNE YARD T.M.D.,,LNE
13549,TYNE YARD VIRTUAL Q&T,,LNE
13007,TYNEDKC&W,,LNE
12430,TYNEMOUTH (METRO),TYP,LNE
13202,TYNESIDE T.C.,,LNE
13548,TYNEYDC&W,,LNE
66460,TYSELEY,TYS,LNW
66429,TYSELEY JAMES MOTOR CO,,LNW
66424,TYSELEY L.M.D.,XTS,LNW
66414,TYSELEY SOUTH JUNCTION,,LNW
66426,TYSELEY STEAM TRUST,,LNW
66425,TYSELEY T.M.D.,,LNW
66415,TYSELEY UP & DOWN SLOW JN,,LNW
66427,TYSELEY UP & DWN THRO SDGS,,LNW
66960,TYSELYT&R,,LNW
64411,TYWYN,TYW,Wales
87769,UCKFIELD,UCK,Sussex
7419,UDDINGSTON,UDD,Scotland
7420,UDDINGSTON JN,,Scotland
74331,UFFINGTON (OXFORDSHIRE),,Western
45010,UFFINGTON SB (LINCS),,LNE
74332,UFFINGTON UP & DOWN LOOPS,,Western
74711,UFTON CROSSING GOODS LOOP,,Western
89642,UK TUNNEL CROSSOVER,,HS1
89641,UK TUNNEL PORTAL,,HS1
21011,ULCEBY,ULC,LNE
21015,ULCEBY SIG UJ120,,LNE
16493,ULLESKELF,ULL,LNE
11311,ULVERSTON,ULV,LNW
11312,ULVERSTON,,LNW
83226,UMBERLEIGH,UMB,Western
66501,UNIVERSITY,UNI,LNW
14030,UNIVERSITY (SUNDERLAND),UNV,LNE
4028,UPHALL,UHA,Scotland
81913,UPHILL JUNCTION,,Western
36044,UPHOLLAND,UPL,LNW
51351,UPMINSTER,UPM,Anglia
51353,UPMINSTER L.T.,ZUM,Anglia
50392,UPMINSTER PLATFORM 6,XUP,Anglia
51352,UPMINSTER TAMPER SIDING,,Anglia
13300,UPPER DENTON AHB,,LNE
87156,UPPER HALLIFORD,UPH,Wessex
63641,UPPER HOLLOWAY,UHL,Anglia
63642,UPPER HOLLOWAY CE SIDING,,Anglia
63643,UPPER HOLLOWAY UP GDS LOOP,,Anglia
6039,UPPER TYNDRUM,UTY,Scotland
6033,UPPER TYNDRUM C.E.,,Scotland
87745,UPPER WARLINGHAM,UWL,Sussex
9199,UPPERBY BRIDGE JN,,LNW
9196,UPPERBY E.W.S.,,LNW
9198,UPPERBY JN,,LNW
9195,UPPERBY T.M.D.,XUM,LNW
9194,UPPERBY UP THROUGH G.L.,,LNW
38031,UPTON,UPT,LNW
82124,UPTON LOVELL,,Western
64703,UPTON MAGNA,,Wales
86978,UPWEY,UPW,Wessex
15705,URLAY NOOK CROSSOVER,,LNE
33095,URMSTON,URM,LNW
3018,USAN,,Scotland
76118,USKMOUTH POWER STATION,,Wales
43605,UTTOXETER,UTT,LNW
43607,UTTOXETER SIGNAL BOX,,LNW
43606,UTTXTRPYD,,LNW
227,VALENCIA,,Non Britain
757,VALENTON YARD,,Non Britain
245,VALLADOLID,,Non Britain
40012,VALLEY,VAL,Wales
40011,VALLEY NUCLEAR ELECTRIC,,Wales
87214,VAUXHALL,VXH,Wessex
65640,VAUXHALL JN (WEST MIDS),,LNW
43225,VIADUCT SIDINGS,,LNW
87202,VIC CE,,Sussex
87197,VICTORIA (BALLAST),,Sussex
87196,VICTORIA C.H.S.,XVC,Sussex
87192,VICTORIA GROSVENOR ENT-EXT,,Sussex
87198,VICTORIA GROSVENOR SHED,,Sussex
87195,VICTORIA SIGNAL VS35,,Sussex
87194,VICTORIA SIGNAL VS808,,Sussex
7422,VIEWPARK SDG UDNGSTN LAFRG,,Scotland
7421,VIEWPARK SDGS,,Scotland
87106,VIRGINIA WATER,VIR,Wessex
87112,VIRGINIA WATER SIGNAL F491,,Wessex
31134,VITRIOL WORKS,,LNW
335,VITTUONE-ARLUNO,,Non Britain
87208,VOLTAIRE ROAD JN.,XVJ,Sussex
63990,W HAMPSTD,,East Midlands
26203,W.BURTON FLYASH SDGS,,LNE
26202,W.BURTON MAINLINE C&W,,LNE
70343,WADDESDON MANOR,,LNW
87662,WADDON,WDO,Sussex
89392,WADHURST,WAD,Kent
89384,WADHURST NO 3 XOVER,,Kent
89387,WADHURST SIG PE432,,Kent
89388,WADHURST-OPP PE432 DOWN,,Kent
25371,WADSLEY BRIDGE RECP.,WBG,LNE
44225,WAINFLEET,WFL,LNE
17197,WAKEFIELD EUROPORT,,LNE
17198,WAKEFIELD EUROPORT C&W RFD,,LNE
17201,WAKEFIELD EUROPORT FLINERS,,LNE
17202,WAKEFIELD EUROPORT GBRF,,LNE
17199,WAKEFIELD EUROTERMINAL GF,,LNE
18058,WAKEFIELD KIRKGATE,WKK,LNE
18057,WAKEFIELD KIRKGATE S&TE,,LNE
18066,WAKEFIELD W. CAR COMPOUNDS,,LNE
18059,WAKEFIELD WEST JN,,LNE
18067,WAKEFIELD WESTGATE,WKF,LNE
35142,WALKDEN,WKD,LNW
23504,WALKERINGHAM B.P.A.,,LNE
38018,WALLASEY GROVE ROAD,WLG,LNW
38016,WALLASEY VILLAGE,WLV,LNW
86080,WALLERS ASH LOOP,,Wessex
87663,WALLINGTON,WLT,Sussex
7142,WALLNEUK JUNCTION,,Scotland
4809,WALLYFORD,WAF,Scotland
89467,WALMER,WAM,Kent
65553,WALSALL,WSL,LNW
65554,WALSALL BROOK THROUGH SDG,,LNW
65555,WALSALL FREIGHT TERMINAL,,LNW
65557,WALSALL MID YD BLI CEMENT,,LNW
65550,WALSALL TAMPER SIDINGS,,LNW
65556,WALSALL TASKER ST PDC,,LNW
31039,WALSDEN,WDN,LNW
51912,WALTHAM CROSS,WLC,Anglia
52733,WALTHAMSTOW CENTRAL,WHC,Anglia
51553,WALTHAMSTOW QUEEN'S ROAD,WMW,Anglia
36495,WALTON & ANFIELD,,LNW
36029,WALTON (MERSEYSIDE),WAO,LNW
36055,WALTON JN,,LNW
35556,WALTON OLD JN FHH,,LNW
35551,WALTON OLD JN YARD,,LNW
35552,WALTON OLD JN.,,LNW
35553,WALTON OLD JN.M.S.C.SDGS,,LNW
19035,WALTON STREET JN,,LNE
86004,WALTON-ON-THAMES,WAL,Wessex
50011,WALTON-ON-THE-NAZE,WON,Anglia
7979,WAMPHRAY G.F.,,Scotland
87016,WANBOROUGH,WAN,Wessex
87220,WANDSWORTH COMMON,WSW,Sussex
87207,WANDSWORTH ROAD,WWR,Sussex
87153,WANDSWORTH TOWN,WNT,Wessex
51545,WANSTEAD PARK,WNP,Anglia
74327,WANTAGE ROAD,,Western
52090,WAPPING,WPE,Anglia
86342,WARBLINGTON,WBL,Wessex
9428,WARCOP,,LNW
13143,WARDLEY OPENCAST DP (FHH),,LNE
13142,WARDLEY RJB MINING,,LNE
51707,WARE,WAR,Anglia
86964,WAREHAM,WRM,Wessex
86963,WAREHAM DOWN SIDING,XGA,Wessex
86966,WAREHAM SIGNAL WR22,,Wessex
86962,WAREHAM UP SIDINGS,,Wessex
74028,WARGRAVE,WGV,Western
86960,WARHAMS17,,Wessex
82114,WARMINSTER,WMN,Western
82116,WARMINSTER MOD (ARMY) SDGS,,Western
82113,WARMINSTER UP SIDING,,Western
35560,WARNGTN60,,LNW
87939,WARNHAM,WNH,Sussex
35540,WARR YDS,,LNW
35544,WARRCLPPM,,LNW
35512,WARRDALLN,,LNW
35990,WARRINGTN,,LNW
35549,WARRINGTON ARPLEY (HOLE),,LNW
35531,WARRINGTON BANK QUAY,WBQ,LNW
35522,WARRINGTON C.E. SDGS,,LNW
36711,WARRINGTON CENTRAL,WAC,LNW
36712,WARRINGTON CENTRAL C.S.,,LNW
35546,WARRINGTON FUELLING APRON,,LNW
35508,WARRINGTON ROYAL MAIL (GB),,LNW
35507,WARRINGTON ROYAL MAIL(DBS),,LNW
35523,WARRNFOS,,LNW
35545,WARRTARPH,,LNW
35513,WARRTN DL,,LNW
28115,WARSOP UP SDGS,,LNE
66437,WARWICK,WRW,LNW
69315,WARWICK PARKWAY,WRP,LNW
35554,WARWOJPPM,,LNW
66309,WASHWHPPM,,LNW
66319,WASHWOOD HEATH C.C.E.,,LNW
66313,WASHWOOD HEATH DOWN SDGS,,LNW
66314,WASHWOOD HEATH EAST JN,,LNW
66308,WASHWOOD HEATH HEARTLANDS,,LNW
66310,WASHWOOD HEATH LSRD26,,LNW
66315,WASHWOOD HEATH MET.CAMMEL,XXE,LNW
66311,WASHWOOD HEATH NO1,,LNW
66316,WASHWOOD HEATH R.M.C.,,LNW
66318,WASHWOOD HEATH RMC GBRF,,LNW
66317,WASHWOOD HEATH T.C.,,LNW
66312,WASHWOOD HEATH UP SIDINGS,,LNW
83016,WATCHET (WEST SOMERSET RY),WCT,Western
74436,WATER EATON PARKWAY,,Western
66291,WATER ORTON,WTO,LNW
66292,WATER ORTON WEST JN,,LNW
47051,WATERBEACH,WBC,Anglia
89325,WATERINGBURY,WTR,Kent
88900,WATERLOO,,Kent
88901,WATERLOO,,Kent
87210,WATERLOO (BALLAST),,Wessex
36069,WATERLOO (MERSEYSIDE),WLO,LNW
87211,WATERLOO C.H.S.,XWA,Wessex
72351,WATERLOO LUL,ZWA,LUL
8633,WATERSIDE,,Scotland
80104,WATERSTON SDGS,,Wales
65812,WATERY LANE,,LNW
41133,WATERY RD,,Wales
72002,WATFORD HIGH STREET,WFH,LNW
71044,WATFORD JN. C.S.,,LNW
71040,WATFORD JUNCTION,WFJ,LNW
72000,WATFORD JUNCTION DC,,LNW
70085,WATFORD LODGE (LONGBUCKBY),,LNW
71043,WATFORD LONDON CONCRETE,,LNW
71039,WATFORD NORTH,WFN,LNW
71042,WATFORD NORTH JN,,LNW
71041,WATFORD SOUTH JCN,,LNW
70375,WATFORD SOUTH JN_(MET),,LUL
9027,WATH,,Scotland
46252,WATLINGTON,WTG,Anglia
7938,WATSONHEAD TERMINAL,,Scotland
1004,WATTEN,,Scotland
53230,WATTON-AT-STONE,WAS,LNE
78509,WAUN-GRON PARK,WNG,Wales
9224,WAVER VIADUCT,,LNW
36184,WAVERTREE JN,,LNW
36181,WAVERTREE P.C.D. (OOU),XWT,LNW
36599,WAVERTREE TECHNOLOGY PARK,WAV,LNW
26199,WBUTNPSGB,,LNE
11500,WCOASTRLY,,LNW
87257,WDON PK D NO.1 UCS,,Wessex
31737,WEASTE,,LNW
35591,WEAVER JN,XYJ,LNW
35592,WEAVER JN UP PASS LOOP,,LNW
16222,WEAVERTHORPE LC,,LNE
43305,WEDGWOOD,WED,LNW
70050,WEEDON,XWZ,LNW
50025,WEELEY,WEE,Anglia
17107,WEETON,WET,LNE
28122,WELBECK COLLIERY,,LNE
28123,WELBECK COLLIERY (FLHH),,LNE
28124,WELBECK COLLIERY (GBRF),,LNE
28121,WELBECK COLLIERY JN,,LNE
28120,WELBECK COLLIERY RUN ROUND,,LNE
28125,WELBEK GB,,LNE
61105,WELBROUS,,East Midlands
53801,WELHAM GREEN,WMG,LNE
88419,WELLING,WLI,Kent
61100,WELLINGBOROUGH,WEL,East Midlands
61103,WELLINGBOROUGH DOWN SIDING,,East Midlands
61104,WELLINGBOROUGH DS GBRF,,East Midlands
61091,WELLINGBOROUGH ENGS SDGS,,East Midlands
61101,WELLINGBOROUGH UP T.C.,,East Midlands
61102,WELLINGBOROUGH UP TC GBRF,,East Midlands
61099,WELLINGBRO' DN GOODS LOOP,,East Midlands
64813,WELLINGTON (SHROPSHIRE),WLN,LNW
83021,WELLINGTON (SOMERSET),,Western
83022,WELLINGTON SOMERSET XOVER,,Western
89374,WELLS TUNNEL JN.,,Kent
64304,WELSHPOOL,WLP,Wales
1120,WELSHS BRIDGE,,Scotland
70042,WELTON,,LNW
44046,WELTON B.P.,,LNE
53403,WELWYN G.C C.S.D.,XYW,LNE
53405,WELWYN G.C. F.D.,,LNE
53402,WELWYN G.C. REV. SDGS.,,LNE
53401,WELWYN GARDEN CITY,WGC,LNE
53399,WELWYN GDN CITY SIG K184,,LNE
53229,WELWYN NORTH,WLW,LNE
53398,WELWYN182,,LNE
42231,WEM,WEM,Wales
72113,WEMBCSLHS,,LNW
72110,WEMBCSSBS,,LNW
72217,WEMBLEY 781/783 & 756/758,,LNW
72112,WEMBLEY CARRIAGE SIDINGS,,LNW
72021,WEMBLEY CENTRAL,WMB,LNW
72020,WEMBLEY CENTRAL DC,,LNW
72027,WEMBLEY EUR FRT OPS CNTRE,,LNW
63008,WEMBLEY GCJ,,LNW
72023,WEMBLEY H.S.,,LNW
72111,WEMBLEY INTER CITY DEPOT,XWF,LNW
63002,WEMBLEY LMD,XWY,LNW
63007,WEMBLEY SIDING,,LNW
72030,WEMBLEY SIGNAL 829/931,,LNW
72015,WEMBLEY SIGNALS WM827/829,,LNW
72014,WEMBLEY SIGNALS WM929/931,,LNW
63006,WEMBLEY STADIUM,WCX,LNW
72109,WEMBLEY TC CARRIAGE SDGS,,LNW
72104,WEMBLEY TC WHEEL LATHE,,LNW
72102,WEMBLEY WHEEL LATHE,,LNW
72115,WEMBLEY YARD SOUTH JN.,,LNW
72022,WEMBLEYCR,,LNW
72101,WEMBLYHRD,,LNW
72103,WEMBLYHRY,,LNW
7001,WEMYSS BAY,WMS,Scotland
7007,WEMYSS BAY JN,,Scotland
70359,WENDOVER,WND,LNW
11561,WENNINGTON,WNN,LNW
51349,WENNINGTON CROSSOVERS,XXU,HS1
15905,WENSLEY (TEST),,LNE
48219,WENSUM JNUCTION,,Anglia
77085,WENTLOOG (FREIGHTLINERS),,Wales
77083,WENTLOOG FRHT TRMNAL (EWS),,Wales
45018,WERRINGTON JN,,LNE
36187,WEST ALLERTON,WSA,LNW
12233,WEST BLYTH RECP.,,LNE
72243,WEST BROMPTON,WBP,Sussex
26195,WEST BURTON EAST JN,,LNE
26201,WEST BURTON POWER STATION,,LNE
26200,WEST BURTON PS (FHH),,LNE
26206,WEST BURTON PS (GBRF),,LNE
26196,WEST BURTON PS COLAS,,LNE
26205,WEST BURTON RUGBY ASH,,LNE
26204,WEST BURTON WEST JN.,,LNE
86023,WEST BYFLEET,WBY,Wessex
4101,WEST CALDER,WCL,Scotland
4099,WEST CALDER DN REFUGE SDG,,Scotland
4100,WEST CALDER SIG EJ994,,Scotland
87651,WEST CROYDON,WCY,Sussex
87650,WEST CROYDON SIGNAL T1041,,Sussex
87649,WEST CROYDON SIGNAL T1048,,Sussex
87652,WEST CROYDON TURNBACK,,Sussex
73780,WEST DRAYTON,WDT,Western
73781,WEST DRAYTON A.R.C.,,Western
73782,WEST DRAYTON EAST,,Western
73779,WEST DRAYTON JCN,,Western
73769,WEST DRAYTON LAFARGE,,Western
73783,WEST DRAYTON T.C.,,Western
73794,WEST DRAYTON UP GOODS LOOP,,Western
88273,WEST DULWICH,WDU,Sussex
73255,WEST EALING,WEA,Western
73256,WEST EALING ISU (CE),,Western
73258,WEST EALING JUNCTION,,Western
73254,WEST EALING LOOP,,Western
73257,WEST EALING PLASSER SDGS,,Western
52702,WEST HAM,XHH,Anglia
52249,WEST HAM LOW LEVEL,WEH,Anglia
72416,WEST HAMPSTEAD,WHD,Anglia
63454,WEST HAMPSTEAD DCL,,East Midlands
63452,WEST HAMPSTEAD NORTH JN.,,East Midlands
63215,WEST HAMPSTEAD SIGNAL 236,,East Midlands
62007,WEST HAMPSTEAD SIGNAL 467,,East Midlands
62018,WEST HAMPSTEAD SIGNAL 599,,East Midlands
62019,WEST HAMPSTEAD SIGNAL 601,,East Midlands
62020,WEST HAMPSTEAD SIGNAL 605,,East Midlands
63634,WEST HAMPSTEAD SIGNAL 617,,East Midlands
63449,WEST HAMPSTEAD SOUTH JN,,East Midlands
63451,WEST HAMPSTEAD THAMESLINK,WHP,East Midlands
44030,WEST HOLMES JN,,LNE
51305,WEST HORNDON,WHR,Anglia
8202,WEST KILBRIDE,WKB,Scotland
38001,WEST KIRBY,WKI,LNW
38003,WEST KIRBY SIDING NO 2,,LNW
38002,WEST KIRBY SIGNAL 597,,LNW
87217,WEST LONDON JN,,Wessex
89410,WEST MALLING,WMA,Kent
87622,WEST NORWOOD,WNW,Sussex
87630,WEST NORWOOD JUNCTION,,Sussex
19039,WEST PARADE NORTH JN,,LNE
73425,WEST RUISLIP,WRU,LNW
73426,WEST RUISLIP ISU (CE),,LNW
73424,WEST RUISLIP L.U.L. DEPOT,,LNW
73423,WEST RUISLIP LUL DEPT GBRF,,LNW
73428,WEST RUISLIP SIGNAL ME579,,LNW
73427,WEST RUISLIP SIGNAL ME594,,LNW
48006,WEST RUNTON,WRN,Anglia
12239,WEST SLEEKBURN JN,,LNE
88279,WEST ST LEONARDS,WLD,Sussex
87673,WEST SUTTON,WSU,Sussex
51321,WEST THURROCK JN,,Anglia
51323,WEST THURROCK SIDINGS,,Anglia
51322,WEST THURROCK SIDINGS FHH,,Anglia
88327,WEST WICKHAM,WWI,Kent
88111,WEST WORTHING,WWO,Sussex
88112,WEST WORTHING SHED,XWW,Sussex
73506,WEST WYCOMBE,,LNW
73823,WESTBOURNE ROAD JUNCTION,,Anglia
82097,WESTBRYDY,,Western
82088,WESTBRYLF,,Western
82096,WESTBRYVQ,,Western
82101,WESTBURY,WSB,Western
82230,WESTBURY,,Western
64298,WESTBURY (SALOP) DOWN,,Wales
64296,WESTBURY (SALOP) UP,,Wales
82091,WESTBURY CEMENT WORKS EWS,,Western
82102,WESTBURY DMU SIDINGS,,Western
82103,Westbury Dn Trowbridge Sdg,,Western
82100,WESTBURY DOWN T.C.,,Western
82098,WESTBURY ISU (CE),,Western
64301,WESTBURY L C (SALOP),,Wales
82099,WESTBURY L.I.P.,,Western
82089,WESTBURY LAFARGE,,Western
82095,WESTBURY UP RECP,,Western
82087,WESTBY LF,,Western
82240,WESTBYAGG,,Western
82093,WESTBYCTT,,Western
82090,WESTBYLAF,,Western
82094,WESTBYMAR,,Western
51009,WESTCLIFF,WCF,Anglia
88437,WESTCOMBE PARK,WCB,Kent
89743,WESTENHANGER,WHA,Kent
89574,WESTENHANGER CROSSOVERS,XXX,HS1
4116,WESTER HAILES,WTA,Scotland
49151,WESTERFIELD,WFI,Anglia
81106,WESTERLEIGH ISU (CE),,Western
81107,WESTERLEIGH JN,,Western
81105,WESTERLEIGH MURCO,,Western
89028,WESTERN JN (SITTINGBOURNE),,Kent
6221,WESTERTON,WES,Scotland
6307,WESTERTON JN SIG YH536,,Scotland
6308,WESTERTON SIG YH533,,Scotland
6309,WESTERTON SIG YH534,,Scotland
3246,WESTFIELD OPENCAST,,Scotland
89478,WESTGATE-ON-SEA,WGA,Kent
35125,WESTHOUGHTON,WHG,LNW
81909,WESTON MILTON,WNM,Western
41409,WESTON RHYN,,Wales
81911,WESTON-SUPER-MARE,WSM,Western
81104,WESTRLEIGH A.C.C. R.T.S.,,Western
25835,WESTTHORPE RUN ROUND,,LNE
25836,WESTTHORPE RUN ROUND (FHH),,LNE
13299,WETHERAL,WRL,LNE
86005,WEYBRIDGE,WYB,Wessex
86007,WEYBRIDGE SIG.WK1102,,Wessex
86981,WEYMOUTH,WEY,Wessex
86982,WEYMOUTH JERSEY SIDING,XGB,Wessex
86983,WEYMOUTH QUAY,WYQ,Wessex
32546,WHALEY BRIDGE,WBR,LNW
29144,WHALLEY,WHE,LNW
82202,WHATLEY QUARRY,,Western
82201,WHATLEY QUARRY F LINER HH,,Western
82203,WHATLQMAR,,Western
57011,WHATSTANDWELL,WTS,East Midlands
52747,WHELER STREET JN,,Anglia
7342,WHIFFLET,WFF,Scotland
7336,WHIFFLET GROUND FRAME,,Scotland
7346,WHIFFLET LOOP,,Scotland
7340,WHIFFLET NORTH JN,,Scotland
7344,WHIFFLET SOUTH JN,,Scotland
7337,WHIFFLT,,Scotland
83460,WHIMPLE,WHM,Western
7006,WHINHILL,WNL,Scotland
59130,WHISSENDINE L.C.,,East Midlands
35437,WHISTON,WHN,LNW
66211,WHITACRE JN,XQW,LNW
11208,WHITBECK,,LNW
15531,WHITBY,WTB,LNE
78383,WHITCHURCH (CARDIFF),WHT,Wales
86071,WHITCHURCH (HANTS),WCH,Wessex
42221,WHITCHURCH (SHROPS),WTC,Wales
51951,WHITE HART LANE,WHL,Anglia
50208,WHITE NOTLEY,WNY,Anglia
83028,WHITEBALL,,Western
52084,WHITECHAPEL,ZWL,Anglia
7563,WHITECRAIGS,WCR,Scotland
17135,WHITEHALL JN,,LNE
10101,WHITEHAVEN,WTH,LNW
43324,WHITEHOUSE JN,,LNW
15619,WHITEHOUSE JN.(TEESSIDE),,LNE
73504,WHITEHOUSE TUNNEL,,LNW
46202,WHITEMOOR L.D.C EWS,,Anglia
46203,WHITEMOOR REPAIR PT GBRF,,Anglia
46201,WHITEMOOR YARD GBRF,,Anglia
46200,WHITEMOOR YARD L.D.C GBRF,,Anglia
82242,WHITES CROSSING SDG,,Western
80303,WHITLAND,WTL,Wales
80302,WHITLAND DOWN SIDINGS,,Wales
18008,WHITLEY BRIDGE,WBD,LNE
48218,WHITLINGHAM JN,XWH,Anglia
66444,WHITLOCKS END,WTE,LNW
42309,WHITMORE,,LNW
46137,WHITSEADS,,Anglia
89489,WHITSTABLE,WHI,Kent
89490,WHITSTABLE LON END XOVER,,Kent
64119,WHITTINGTON,,Wales
64121,WHITTINGTON OIL DEPOT,,Wales
46138,WHITTLESEA,WLE,Anglia
47322,WHITTLESFORD DN GOODS LOOP,,Anglia
47303,WHITTLESFORD PARKWAY,WLF,Anglia
47301,WHITTLESFORD RECP.,,Anglia
87126,WHITTON,WTN,Wessex
87125,WHITTON JN,,Wessex
26247,WHITWELL,WWL,LNE
16909,WHITWOOD JN,,LNE
87811,WHYTELEAFE,WHY,Sussex
87812,WHYTELEAFE SOUTH,WHS,Sussex
66009,WICHNOR JN,XWE,LNW
1005,WICK,WCK,Scotland
1029,WICK G.F.,,Scotland
1006,WICK SDG ISU CE,,Scotland
44044,WICKENBY S.B.,,LNE
50324,WICKFORD,WIC,Anglia
50325,WICKFORD DOWN SIDING,,Anglia
50322,WICKFORD SIGNAL 5150,,Anglia
50323,WICKFORD UP SIDING,,Anglia
49119,WICKHAM MARKET,WCM,Anglia
81097,WICKWAR TUNNEL,,Western
12119,WIDDRINGTON,WDD,LNE
12117,WIDDRINGTON EXCHANGE SDGS,,LNE
12118,WIDDRINGTON OPENCAST,,LNE
12120,WIDDRINGTON OPENCAST GBRF,,LNE
36705,WIDNES,WID,LNW
35613,WIDNES CARTERHOUSE JN S.B.,,LNW
35611,WIDNES P.S. WORKS (ZENECA),,LNW
35625,WIDNES TANHOUSE (EP2),,LNW
35627,WIDNES TANHOUSE LN(BLUE C),,LNW
35626,WIDNES TANHOUSE LN(TARMAC),,LNW
66462,WIDNEY MANOR,WMR,LNW
135,WIEN NORDWESTBAHNHOF,,Non Britain
30168,WIGAN BOARS HEAD G.F.,,LNW
35138,WIGAN CANAL SIDINGS,,LNW
35150,WIGAN L.I.P.,XWM,LNW
35136,WIGAN NORTH WESTERN,WGN,LNW
35137,WIGAN SOUTH JN,,LNW
35114,WIGAN STATION JN,,LNW
35111,WIGAN WALLGATE,WGW,LNW
35108,WIGAN WALLGATE DN CARR SDG,,LNW
35105,WIGAN WALLGATE SIGNAL BOX,,LNW
35107,WIGAN WALLGATE UP C.S.,XWG,LNW
59321,WIGSTON NORTH JN,,East Midlands
59323,WIGSTON SOUTH JN,,East Midlands
9221,WIGTON,WGT,LNW
9222,WIGTONBS,,LNW
79807,WILDMILL,WMI,Wales
72222,WILESDNET,,LNW
42173,WILLASTON L.C.,,LNW
72214,WILLESDEN BLI TERMINAL,,LNW
72212,WILLESDEN BRENT DRS,,LNW
72213,WILLESDEN BRENT SDGS (FL),,LNW
72210,WILLESDEN BRENT SDGS GBRF,,LNW
72230,WILLESDEN BRENT SIDINGS,,LNW
72218,WILLESDEN BRENT U&D GOODS2,,LNW
72221,WILLESDEN DISTILLERS SDGS,,LNW
72223,WILLESDEN EUROTERMINAL,,LNW
72227,WILLESDEN 'F' SIDINGS,,LNW
72206,WILLESDEN FERR FRAG. GBRF,,LNW
72234,WILLESDEN FERROUS FRAG SDG,,LNW
72028,WILLESDEN FORMER WN34SIG,,LNW
72280,WILLESDEN JN LL DN EMU C-O,,LNW
72281,WILLESDEN JN LL UP EMU C-O,,LNW
72277,WILLESDEN JN LOW LEVEL,WJL,LNW
72275,WILLESDEN JN. HIGH LEVEL,WJH,Anglia
72274,WILLESDEN JN.H.L.JN,,Anglia
72236,WILLESDEN NO7,XXW,LNW
72216,WILLESDEN NORTH JUNCTION,,LNW
72226,WILLESDEN OLD OAK SIDINGS,,LNW
72232,WILLESDEN PRDC,XRN,LNW
72231,WILLESDEN PRDC (GBRF),,LNW
72215,WILLESDEN RAILNET JN,,LNW
72233,WILLESDEN RAILNET RECEPTN,,LNW
72225,WILLESDEN S.W.S.,XWS,LNW
72279,WILLESDEN SIG 301 (UP DC),,LNW
72278,WILLESDEN SIGNAL 303,,LNW
72258,WILLESDEN SIGNAL WM811,,LNW
72229,WILLESDEN SUDBURY JN,,LNW
72271,WILLESDEN T.M.D,,LNW
72268,WILLESDEN WEST LONDN JN,XWI,LNW
7565,WILLIAMWOOD,WLM,Scotland
88249,WILLINGDON JN,XIL,Sussex
57604,WILLINGTON,WIL,East Midlands
66452,WILMCOTE,WMC,LNW
32568,WILMSLOW,WML,LNW
32570,WILMSLOW D.G.L.,,LNW
32567,WILMSLOW DOWN REV SDG,,LNW
32569,WILMSLOW UP SIDING,,LNW
66003,WILNECOTE,WNE,LNW
72228,WILSDEN,,LNW
72220,WILSDN RS,,LNW
72224,WILSDN YD,,LNW
72219,WILSDNIRT,,LNW
72270,WILSDNNO6,,LNW
72208,WILSDNOOS,,LNW
72207,WILSDOORP,,LNW
86137,WILTON,,Wessex
15646,WILTON C.H.P.,,LNE
15649,WILTON F.L.T.,,LNE
15648,WILTON I.C.I.,,LNE
86135,WILTON JN,,Wessex
15647,WILTON MARCROFT ENG.,,LNE
70045,WILTON MARINA,,LNW
15650,WILTON POWER STATION (FHH),,LNE
